dataset_name,feature_1,feature_2,pearson_correlation,abs_correlation
NFHS_5_FACTSHEETS,MEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,MEN_AGE_15_49_YEARS_WHO_KNOW_THAT_CONSISTENT_CONDOM_USE_CAN_REDUCE_THE_CHANCE_OF_GETTING_HIV_AIDS,0.2962,0.2962
NFHS_5_FACTSHEETS,MEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_WHO_USUALLY_PARTICIPATE_IN_THREE_HOUSEHOLD_DECISIONS25,-0.0552,0.0552
NFHS_5_FACTSHEETS,MEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_49_YEARS_WHO_WORKED_IN_THE_LAST_12_MONTHS_AND_WERE_PAID_IN_CASH,0.0665,0.0665
NFHS_5_FACTSHEETS,MEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_49_YEARS_OWNING_A_HOUSE_AND_OR_LAND_ALONE_OR_JOINTLY_WITH_OTHERS,0.4415,0.4415
NFHS_5_FACTSHEETS,MEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_49_YEARS_HAVING_A_BANK_OR_SAVINGS_ACCOUNT_THAT_THEY_THEMSELVES_USE,0.4056,0.4056
NFHS_5_FACTSHEETS,MEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_49_YEARS_HAVING_A_MOBILE_PHONE_THAT_THEY_THEMSELVES_USE,0.1655,0.1655
NFHS_5_FACTSHEETS,MEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_24_YEARS_WHO_USE_HYGIENIC_METHODS_OF_PROTECTION_DURING_THEIR_MENSTRUAL_PERIOD26,-0.4552,0.4552
NFHS_5_FACTSHEETS,MEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,EVER_MARRIED_WOMEN_AGE_18_49_YEARS_WHO_HAVE_EVER_EXPERIENCED_SPOUSAL_VIOLENCE27,0.0657,0.0657
NFHS_5_FACTSHEETS,MEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,EVER_MARRIED_WOMEN_AGE_18_49_YEARS_WHO_HAVE_EXPERIENCED_PHYSICAL_VIOLENCE_DURING_ANY_PREGNANCY,0.0719,0.0719
NFHS_5_FACTSHEETS,MEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,YOUNG_WOMEN_AGE_18_29_YEARS_WHO_EXPERIENCED_SEXUAL_VIOLENCE_BY_AGE_18,0.2538,0.2538
NFHS_5_FACTSHEETS,MEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_YEARS_AND_ABOVE_WHO_USE_ANY_KIND_OF_TOBACCO,-0.0178,0.0178
NFHS_5_FACTSHEETS,MEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,MEN_AGE_15_YEARS_AND_ABOVE_WHO_USE_ANY_KIND_OF_TOBACCO,0.2197,0.2197
NFHS_5_FACTSHEETS,MEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_YEARS_AND_ABOVE_WHO_CONSUME_ALCOHOL,0.1309,0.1309
NFHS_5_FACTSHEETS,MEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,MEN_AGE_15_YEARS_AND_ABOVE_WHO_CONSUME_ALCOHOL,-0.031,0.031
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,0.0835,0.0835
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,0.0588,0.0588
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_OR_VERY_HIGH_140_MG_DL_BLOOD_SUGAR_LEVEL_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_SUGAR_LEVEL23,0.0457,0.0457
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,MEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,0.0456,0.0456
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,MEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,0.0146,0.0146
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,MEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_OR_VERY_HIGH_140_MG_DL_BLOOD_SUGAR_LEVEL_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_SUGAR_LEVEL23,0.0147,0.0147
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_MILDLY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_159_MM_OF_HG_AND_OR_DIASTOLIC_90_99_MM_OF_HG,-0.0128,0.0128
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_MODERATELY_OR_SEVERELY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_160_MM_OF_HG_AND_OR_DIASTOLIC_100_MM_OF_HG,0.0997,0.0997
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_MM_OF_HG_AND_OR_DIASTOLIC_90_MM_OF_HG_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_PRESSURE,-0.0185,0.0185
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,MEN_AGE_15_YEARS_AND_ABOVE_WIH_MILDLY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_159_MM_OF_HG_AND_OR_DIASTOLIC_90_99_MM_OF_HG,-0.0275,0.0275
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,MEN_AGE_15_YEARS_AND_ABOVE_WIH_MODERATELY_OR_SEVERELY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_160_MM_OF_HG_AND_OR_DIASTOLIC_100_MM_OF_HG,-0.0456,0.0456
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,MEN_AGE_15_YEARS_AND_ABOVE_WIH_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_MM_OF_HG_AND_OR_DIASTOLIC_90_MM_OF_HG_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_PRESSURE,-0.0689,0.0689
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_30_49_YEARS_EVER_UNDERGONE_A_SCREENING_TEST_FOR_CERVICAL_CANCER,0.0371,0.0371
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_30_49_YEARS_EVER_UNDERGONE_A_BREAST_EXAMINATION_FOR_BREAST_CANCER,-0.0283,0.0283
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_30_49_YEARS_EVER_UNDERGONE_AN_ORAL_CAVITY_EXAMINATION_FOR_ORAL_CANCER,-0.196,0.196
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,MEN_AGE_30_49_YEARS_EVER_UNDERGONE_AN_ORAL_CAVITY_EXAMINATION_FOR_ORAL_CANCER,-0.0561,0.0561
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_49_YEARS_WHO_HAVE_COMPREHENSIVE_KNOWLEDGE24_OF_HIV_AIDS,-0.1953,0.1953
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,MEN_AGE_15_49_YEARS_WHO_HAVE_COMPREHENSIVE_KNOWLEDGE24_OF_HIV_AIDS,-0.1106,0.1106
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_49_YEARS_WHO_KNOW_THAT_CONSISTENT_CONDOM_USE_CAN_REDUCE_THE_CHANCE_OF_GETTING_HIV_AIDS,-0.1629,0.1629
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,MEN_AGE_15_49_YEARS_WHO_KNOW_THAT_CONSISTENT_CONDOM_USE_CAN_REDUCE_THE_CHANCE_OF_GETTING_HIV_AIDS,0.0564,0.0564
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_WHO_USUALLY_PARTICIPATE_IN_THREE_HOUSEHOLD_DECISIONS25,0.0219,0.0219
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_49_YEARS_WHO_WORKED_IN_THE_LAST_12_MONTHS_AND_WERE_PAID_IN_CASH,-0.1907,0.1907
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_49_YEARS_OWNING_A_HOUSE_AND_OR_LAND_ALONE_OR_JOINTLY_WITH_OTHERS,-0.0442,0.0442
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_49_YEARS_HAVING_A_BANK_OR_SAVINGS_ACCOUNT_THAT_THEY_THEMSELVES_USE,-0.2499,0.2499
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_49_YEARS_HAVING_A_MOBILE_PHONE_THAT_THEY_THEMSELVES_USE,-0.3718,0.3718
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_24_YEARS_WHO_USE_HYGIENIC_METHODS_OF_PROTECTION_DURING_THEIR_MENSTRUAL_PERIOD26,-0.2458,0.2458
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,EVER_MARRIED_WOMEN_AGE_18_49_YEARS_WHO_HAVE_EVER_EXPERIENCED_SPOUSAL_VIOLENCE27,0.2039,0.2039
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,EVER_MARRIED_WOMEN_AGE_18_49_YEARS_WHO_HAVE_EXPERIENCED_PHYSICAL_VIOLENCE_DURING_ANY_PREGNANCY,0.0546,0.0546
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,YOUNG_WOMEN_AGE_18_29_YEARS_WHO_EXPERIENCED_SEXUAL_VIOLENCE_BY_AGE_18,-0.1226,0.1226
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_YEARS_AND_ABOVE_WHO_USE_ANY_KIND_OF_TOBACCO,-0.0521,0.0521
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,MEN_AGE_15_YEARS_AND_ABOVE_WHO_USE_ANY_KIND_OF_TOBACCO,-0.0077,0.0077
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,WOMEN_AGE_15_YEARS_AND_ABOVE_WHO_CONSUME_ALCOHOL,-0.1204,0.1204
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,MEN_AGE_15_YEARS_AND_ABOVE_WHO_CONSUME_ALCOHOL,-0.2728,0.2728
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,0.7868,0.7868
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_OR_VERY_HIGH_140_MG_DL_BLOOD_SUGAR_LEVEL_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_SUGAR_LEVEL23,0.8855,0.8855
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,MEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,0.9143,0.9143
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,MEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,0.7827,0.7827
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,MEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_OR_VERY_HIGH_140_MG_DL_BLOOD_SUGAR_LEVEL_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_SUGAR_LEVEL23,0.8839,0.8839
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_MILDLY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_159_MM_OF_HG_AND_OR_DIASTOLIC_90_99_MM_OF_HG,0.4016,0.4016
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_MODERATELY_OR_SEVERELY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_160_MM_OF_HG_AND_OR_DIASTOLIC_100_MM_OF_HG,0.3382,0.3382
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_MM_OF_HG_AND_OR_DIASTOLIC_90_MM_OF_HG_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_PRESSURE,0.5337,0.5337
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,MEN_AGE_15_YEARS_AND_ABOVE_WIH_MILDLY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_159_MM_OF_HG_AND_OR_DIASTOLIC_90_99_MM_OF_HG,0.3103,0.3103
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,MEN_AGE_15_YEARS_AND_ABOVE_WIH_MODERATELY_OR_SEVERELY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_160_MM_OF_HG_AND_OR_DIASTOLIC_100_MM_OF_HG,0.2889,0.2889
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,MEN_AGE_15_YEARS_AND_ABOVE_WIH_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_MM_OF_HG_AND_OR_DIASTOLIC_90_MM_OF_HG_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_PRESSURE,0.3927,0.3927
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,WOMEN_AGE_30_49_YEARS_EVER_UNDERGONE_A_SCREENING_TEST_FOR_CERVICAL_CANCER,0.2879,0.2879
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,WOMEN_AGE_30_49_YEARS_EVER_UNDERGONE_A_BREAST_EXAMINATION_FOR_BREAST_CANCER,0.305,0.305
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,WOMEN_AGE_30_49_YEARS_EVER_UNDERGONE_AN_ORAL_CAVITY_EXAMINATION_FOR_ORAL_CANCER,0.2122,0.2122
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,MEN_AGE_30_49_YEARS_EVER_UNDERGONE_AN_ORAL_CAVITY_EXAMINATION_FOR_ORAL_CANCER,0.036,0.036
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,WOMEN_AGE_15_49_YEARS_WHO_HAVE_COMPREHENSIVE_KNOWLEDGE24_OF_HIV_AIDS,0.2623,0.2623
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,MEN_AGE_15_49_YEARS_WHO_HAVE_COMPREHENSIVE_KNOWLEDGE24_OF_HIV_AIDS,0.1443,0.1443
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,WOMEN_AGE_15_49_YEARS_WHO_KNOW_THAT_CONSISTENT_CONDOM_USE_CAN_REDUCE_THE_CHANCE_OF_GETTING_HIV_AIDS,0.0986,0.0986
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,MEN_AGE_15_49_YEARS_WHO_KNOW_THAT_CONSISTENT_CONDOM_USE_CAN_REDUCE_THE_CHANCE_OF_GETTING_HIV_AIDS,0.1044,0.1044
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_WHO_USUALLY_PARTICIPATE_IN_THREE_HOUSEHOLD_DECISIONS25,0.1464,0.1464
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,WOMEN_AGE_15_49_YEARS_WHO_WORKED_IN_THE_LAST_12_MONTHS_AND_WERE_PAID_IN_CASH,0.0742,0.0742
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,WOMEN_AGE_15_49_YEARS_OWNING_A_HOUSE_AND_OR_LAND_ALONE_OR_JOINTLY_WITH_OTHERS,-0.3087,0.3087
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,WOMEN_AGE_15_49_YEARS_HAVING_A_BANK_OR_SAVINGS_ACCOUNT_THAT_THEY_THEMSELVES_USE,0.0776,0.0776
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,WOMEN_AGE_15_49_YEARS_HAVING_A_MOBILE_PHONE_THAT_THEY_THEMSELVES_USE,0.1436,0.1436
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,WOMEN_AGE_15_24_YEARS_WHO_USE_HYGIENIC_METHODS_OF_PROTECTION_DURING_THEIR_MENSTRUAL_PERIOD26,0.1616,0.1616
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,EVER_MARRIED_WOMEN_AGE_18_49_YEARS_WHO_HAVE_EVER_EXPERIENCED_SPOUSAL_VIOLENCE27,-0.0237,0.0237
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,EVER_MARRIED_WOMEN_AGE_18_49_YEARS_WHO_HAVE_EXPERIENCED_PHYSICAL_VIOLENCE_DURING_ANY_PREGNANCY,-0.0506,0.0506
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,YOUNG_WOMEN_AGE_18_29_YEARS_WHO_EXPERIENCED_SEXUAL_VIOLENCE_BY_AGE_18,0.1897,0.1897
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,WOMEN_AGE_15_YEARS_AND_ABOVE_WHO_USE_ANY_KIND_OF_TOBACCO,0.1897,0.1897
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,MEN_AGE_15_YEARS_AND_ABOVE_WHO_USE_ANY_KIND_OF_TOBACCO,0.1227,0.1227
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,WOMEN_AGE_15_YEARS_AND_ABOVE_WHO_CONSUME_ALCOHOL,-0.0389,0.0389
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,MEN_AGE_15_YEARS_AND_ABOVE_WHO_CONSUME_ALCOHOL,0.2182,0.2182
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_OR_VERY_HIGH_140_MG_DL_BLOOD_SUGAR_LEVEL_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_SUGAR_LEVEL23,0.9755,0.9755
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,MEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,0.7453,0.7453
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,MEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,0.9052,0.9052
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,MEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_OR_VERY_HIGH_140_MG_DL_BLOOD_SUGAR_LEVEL_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_SUGAR_LEVEL23,0.9039,0.9039
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_MILDLY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_159_MM_OF_HG_AND_OR_DIASTOLIC_90_99_MM_OF_HG,0.5925,0.5925
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_MODERATELY_OR_SEVERELY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_160_MM_OF_HG_AND_OR_DIASTOLIC_100_MM_OF_HG,0.4235,0.4235
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_MM_OF_HG_AND_OR_DIASTOLIC_90_MM_OF_HG_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_PRESSURE,0.7044,0.7044
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,MEN_AGE_15_YEARS_AND_ABOVE_WIH_MILDLY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_159_MM_OF_HG_AND_OR_DIASTOLIC_90_99_MM_OF_HG,0.5393,0.5393
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,MEN_AGE_15_YEARS_AND_ABOVE_WIH_MODERATELY_OR_SEVERELY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_160_MM_OF_HG_AND_OR_DIASTOLIC_100_MM_OF_HG,0.4811,0.4811
